Table S1: DESeq2 differential gene expression analysis of Staphylococcus aureus USA300 wild type after AGXX® treatment ,,,,,,,,,,,,,
USA300-numbers,COL-numbers,Gene symbol,Operon,Regulon,Function,Base mean,A-value,M-value,Fold change,Standard error,Wald statistic,P-value,Adjusted P-value
USA300HOU_1929,SACOL1989,USA300HOU_1929,SACOL1989 SACOL1990 SACOL1991,-,hypothetical protein,2258.74,11.14,-0.65,0.64,0.14,-4.52,6.17655E-06,1.13E-05
USA300HOU_2068,SACOL2063,ydbT,alr acpS ydbS ydbS SACOL2064,-,membrane-flanked domain-containing protein,2451.81,11.26,-0.65,0.64,0.14,-4.76,1.89564E-06,3.55E-06
USA300HOU_2152,SACOL2152,USA300HOU_2152,glmM SACOL2152 cdaA,-,hypothetical protein,1885.24,10.88,-0.66,0.63,0.15,-4.26,2.02658E-05,3.56E-05
USA300HOU_2692,SACOL2714,pcp,pcp,-,pyrrolidone-carboxylate peptidase,123.95,6.95,-0.66,0.63,0.30,-2.22,0.026299215,3.55E-02
USA300HOU_0536,SACOL0588,rpoB,rpoB rpoC,-,DNA-directed RNA polymerase subunit beta,60152.63,15.88,-0.67,0.63,0.13,-5.14,2.7237E-07,5.36E-07
USA300HOU_pUSA300HOUMR0003,-,USA300HOU_pUSA300HOUMR0003,-,-,hypothetical protein,208.73,7.71,-0.67,0.63,0.24,-2.80,0.00505253,7.35E-03
USA300HOU_1314,SACOL1415,opp-2D,opp-2FDCB,GraRS,"oligopeptide ABC transporter,  ATP-binding protein",104.43,6.71,-0.67,0.63,0.31,-2.15,0.031678513,4.21E-02
USA300HOU_0922,SACOL0967,USA300HOU_0922,SACOL0967 spsA spsB,-,hypothetical protein,1289.78,10.33,-0.67,0.63,0.14,-4.74,2.12245E-06,3.97E-06
USA300HOU_1029,SACOL1095,cydB,cydA cydB,GraRS,cytochrome d ubiquinol oxidase subunit II,673.69,9.40,-0.67,0.63,0.21,-3.18,0.001459639,2.22E-03
USA300HOU_2327,SACOL2341,fni,fni corA,-,isopentenyl pyrophosphate isomerase,2560.57,11.32,-0.68,0.62,0.13,-5.14,2.73504E-07,5.38E-07
USA300HOU_1530,SACOL1587,efp,efp pepQ2,-,elongation factor P,12085.40,13.56,-0.68,0.62,0.15,-4.53,5.81089E-06,1.06E-05
USA300HOU_0737,SACOL0774,pabB,pabA SACOL0774,-,para-aminobenzoate synthase component I,463.54,8.86,-0.69,0.62,0.18,-3.77,0.00016342,2.67E-04
USA300HOU_0924,SACOL0969,spsB,SACOL0967 spsA spsB,-,signal peptidase IB,2075.18,11.02,-0.69,0.62,0.14,-4.78,1.77856E-06,3.34E-06
USA300HOU_0971,SACOL1018,agcS,agcS,MgrA,sodium/alanine symporter,1474.20,10.53,-0.69,0.62,0.17,-4.04,5.41244E-05,9.24E-05
USA300HOU_2009,-,int3,-,-,integrase,216.05,7.76,-0.69,0.62,0.23,-3.01,0.002636734,3.95E-03
USA300HOU_1061,SACOL1133,rsmD,rsmD kdtB,Rot,hypothetical protein,1229.93,10.26,-0.69,0.62,0.15,-4.53,5.83188E-06,1.07E-05
USA300HOU_2336,SACOL2349,USA300HOU_2336,SACOL2349,CodY,TetR family transcriptional regulator,487.03,8.93,-0.69,0.62,0.21,-3.27,0.001061924,1.64E-03
USA300HOU_2640,SACOL2662,USA300HOU_2640,SACOL2662 manP pmi,-,BglG family transcriptional antiterminator,350.49,8.45,-0.69,0.62,0.22,-3.21,0.001345678,2.06E-03
USA300HOU_1194,SACOL1281,rseP,rseP proS,GraRS,membrane-associated zinc metalloprotease,4282.41,12.06,-0.69,0.62,0.14,-4.99,5.96095E-07,1.15E-06
USA300HOU_1148,SACOL1222,rpoZ,gmk rpoZ,-,DNA-directed RNA polymerase subunit omega,2159.39,11.08,-0.69,0.62,0.16,-4.25,2.14098E-05,3.74E-05
USA300HOU_1062,SACOL1134,coaD,SACOL1133 coaD,Rot,phosphopantetheine adenylyltransferase,1409.40,10.46,-0.70,0.62,0.14,-4.86,1.19437E-06,2.26E-06
USA300HOU_1411,SACOL1514,gpsA,gpsA engA,-,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,8709.52,13.09,-0.70,0.62,0.14,-5.13,2.85374E-07,5.61E-07
USA300HOU_0491,SACOL0534,ycfH,metS ycfH rnmV ksgA,-,Mg-dependent DNase,3521.40,11.78,-0.70,0.62,0.14,-4.96,6.93174E-07,1.33E-06
USA300HOU_0734,SACOL0771,queD,queEDC,SigB,possible 6-pyruvoyltetrahydropterin synthase,517.59,9.02,-0.70,0.62,0.18,-3.98,6.89515E-05,1.17E-04
USA300HOU_2214,SACOL2212,rplQ,rplQ rpoA rpsK rpsM rpmJ infA,-,50S ribosomal protein L17,18895.63,14.21,-0.70,0.62,0.15,-4.55,5.41791E-06,9.94E-06
USA300HOU_0578,SACOL0631,USA300HOU_0578,SACOL0631 SACOL0632,-,hypothetical protein,364.24,8.51,-0.70,0.62,0.19,-3.67,0.000239347,3.87E-04
USA300HOU_0307,SACOL0281,USA300HOU_0307,esaA essA esaB essB yukA esxC esxB esaE esxD SACOL0281,GraRS,hypothetical protein,1509.92,10.56,-0.70,0.61,0.16,-4.28,1.83079E-05,3.22E-05
USA300HOU_0120,SACOL0092,USA300HOU_0120,SACOL0092,SigB,hypothetical membrane protein,103.33,6.69,-0.70,0.61,0.29,-2.43,0.015305597,2.13E-02
USA300HOU_1757,SACOL1817,ribH,ribHBAED,CodY,riboflavin synthase beta subunit,270.47,8.08,-0.70,0.61,0.24,-2.99,0.002762762,4.13E-03
USA300HOU_1572,SACOL1628,phoH,recO era cdd dgkA ybeY phoH,-,PhoH family protein,2784.76,11.44,-0.71,0.61,0.14,-5.02,5.07284E-07,9.82E-07
USA300HOU_1648,SACOL1704,mreC,mreD mreC,-,rod shape-determining protein MreC,1768.80,10.79,-0.71,0.61,0.14,-5.09,3.53311E-07,6.89E-07
USA300HOU_1674,SACOL1734,gapB,gapB,-,glyceraldehyde 3-phosphate dehydrogenase 2,1579.23,10.63,-0.72,0.61,0.22,-3.30,0.000967946,1.50E-03
USA300HOU_1100,SACOL1174,USA300HOU_1100,SACOL1174 SACOL1175,MgrA,hypothetical protein,223.55,7.80,-0.72,0.61,0.23,-3.14,0.0017024,2.58E-03
USA300HOU_2622,SACOL2644,USA300HOU_2622,SACOL2643 SACOL2644,-,ABC transporter ATP-binding protein,158.50,7.31,-0.72,0.61,0.24,-3.05,0.002308106,3.47E-03
USA300HOU_1172,SACOL1251,ftsY,smc ftsY SACOL1252 ffh,-,cell division protein FtsY,2490.74,11.28,-0.73,0.60,0.19,-3.74,0.000182059,2.96E-04
USA300HOU_1000,SACOL1065,USA300HOU_1000,SACOL1064 SACOL1065,-,hypothetical protein,3470.80,11.76,-0.73,0.60,0.14,-5.30,1.16542E-07,2.34E-07
USA300HOU_0509,SACOL0559,folB,folP folB folK,-,dihydroneopterin aldolase,773.85,9.60,-0.73,0.60,0.16,-4.69,2.78347E-06,5.18E-06
USA300HOU_1846,SACOL1909,USA300HOU_1846,SACOL1909,-,hypothetical protein,440.19,8.78,-0.73,0.60,0.17,-4.22,2.43556E-05,4.23E-05
USA300HOU_2388,SACOL2405,yefM,SACOL2404 yefM,-,"addiction module antitoxin, Axe family",999.11,9.96,-0.73,0.60,0.16,-4.44,8.91473E-06,1.60E-05
USA300HOU_2104,SACOL2106,ywlG,atpCDGAHFEBI mnaA upp glyA ywlG,GraRS,hypothetical protein,6078.74,12.57,-0.73,0.60,0.14,-5.20,1.99061E-07,3.95E-07
USA300HOU_0996,SACOL1057,sspA,sspA,-,V8 protease sspA,82.16,6.36,-0.73,0.60,0.32,-2.32,0.02034631,2.78E-02
USA300HOU_0477,SACOL0520,dnaX,dnaX,-,DNA polymerase III subunits gamma and tau,5700.03,12.48,-0.73,0.60,0.15,-4.92,8.87319E-07,1.69E-06
USA300HOU_2007,-,USA300HOU_2007,-,-,hypothetical protein,253.03,7.98,-0.73,0.60,0.25,-2.88,0.004008738,5.90E-03
USA300HOU_2161,SACOL2160,USA300HOU_2161,SACOL2160 SACOL2161 SACOL2162,-,hemolysin III,4542.69,12.15,-0.73,0.60,0.15,-4.89,9.97453E-07,1.90E-06
USA300HOU_1918,SACOL1979,sdcS,sdcS,-,sodium-dependent transporter,2367.01,11.21,-0.74,0.60,0.19,-3.89,9.86555E-05,1.64E-04
USA300HOU_1628,SACOL1685,aspS,aspS hisS,-,aspartyl-tRNA synthetase,7466.60,12.87,-0.74,0.60,0.13,-5.84,5.08364E-09,1.09E-08
USA300HOU_0903,SACOL0946,yuiF,nhaC SACOL0947,GraRS,NhaC family sodium:proton (Na :H ) antiporter,1960.37,10.94,-0.74,0.60,0.14,-5.18,2.23211E-07,4.41E-07
USA300HOU_0375,SACOL0426,thlA,thlA,MgrA,acetyl-CoA acetyltransferase,3003.50,11.55,-0.75,0.60,0.13,-5.88,4.19418E-09,9.04E-09
USA300HOU_1503,SACOL1545,USA300HOU_1503,SACOL1544 SACOL1545,-,short chain dehydrogenase/reductase oxidoreductase,244.46,7.93,-0.75,0.59,0.27,-2.77,0.005674643,8.21E-03
USA300HOU_1745,SACOL1804,USA300HOU_1745,SACOL1802 rsuA SACOL1804,SigB,polysaccharide biosynthesis protein,3557.76,11.80,-0.75,0.59,0.12,-6.04,1.52027E-09,3.37E-09
USA300HOU_0011,SACOL0011,azlD,azlC azlD,-,"Branched-chain amino acid transport protein, AzlD",317.84,8.31,-0.75,0.59,0.22,-3.39,0.000706844,1.10E-03
USA300HOU_1493,SACOL1534,srrB,srrB srrA,-,sensor histidine kinase SrrB,4264.36,12.06,-0.76,0.59,0.15,-5.16,2.40846E-07,4.75E-07
USA300HOU_0470,SACOL0512,USA300HOU_0470,SACOL0511 SACOL0512,GraRS,hypothetical membrane protein,364.62,8.51,-0.76,0.59,0.19,-4.05,5.17363E-05,8.84E-05
USA300HOU_1869,SACOL1932,sgtB,sgtB,VraSR,monofunctional glycosyltransferase,1499.50,10.55,-0.76,0.59,0.18,-4.15,3.26939E-05,5.65E-05
USA300HOU_2639,SACOL2661,USA300HOU_2639,SACOL2661,-,hypothetical protein,132.53,7.05,-0.76,0.59,0.30,-2.52,0.011666615,1.64E-02
USA300HOU_2016,SACOL2009,TcmP,TcmP,-,tetracenomycin polyketide synthesis O-methyltransferase TcmP,84.29,6.40,-0.76,0.59,0.30,-2.51,0.01199392,1.69E-02
USA300HOU_1670,-,USA300HOU_1670,-,-,hypothetical protein,5446.42,12.41,-0.77,0.59,0.17,-4.56,5.09494E-06,9.36E-06
USA300HOU_2522,SACOL2545,sdaAB,sdaAA sdaAB pfoR,AgrA,"L-serine dehydratase, iron-sulfur-dependent subunit beta",545.98,9.09,-0.77,0.59,0.17,-4.39,1.15637E-05,2.06E-05
USA300HOU_0280,SACOL0253,rbsK,rbsKDU,TraP,ribokinase,321.59,8.33,-0.77,0.59,0.22,-3.55,0.000379252,6.02E-04
USA300HOU_0567,SACOL0620,proP,proP,VraSR,"MFS family major facilitator transporter, proline/betaine:cation symporter",1472.14,10.52,-0.77,0.59,0.14,-5.68,1.35075E-08,2.83E-08
USA300HOU_1073,SACOL1148,pheS,pheS pheT,-,phenylalanyl-tRNA synthetase subunit alpha,3682.91,11.85,-0.77,0.59,0.13,-6.10,1.09226E-09,2.44E-09
USA300HOU_0848,SACOL0883,metI2,metN2 metI2 metQ,CodY,"ABC transporter, membrane protein",645.92,9.34,-0.77,0.59,0.19,-4.12,3.74102E-05,6.45E-05
USA300HOU_2357,SACOL2371,USA300HOU_2357,SACOL2371,-,hypothetical protein,571.76,9.16,-0.77,0.59,0.18,-4.27,1.98062E-05,3.48E-05
USA300HOU_2069,SACOL2064,USA300HOU_2069,alr acpS ydbS ydbS SACOL2064,-,hypothetical protein,633.81,9.31,-0.78,0.58,0.18,-4.40,1.08913E-05,1.95E-05
USA300HOU_1059,SACOL1131,USA300HOU_1059,SACOL1131,-,hypothetical protein,438.34,8.78,-0.78,0.58,0.17,-4.49,7.0051E-06,1.27E-05
USA300HOU_2033,SACOL2024,agrD,agrBDCA,TraP,accessory gene regulator protein D,2568.31,11.33,-0.78,0.58,0.21,-3.73,0.000192034,3.12E-04
USA300HOU_2362,SACOL2376,scrA,scrA,ScrR,PTS family sucrose porter component IIBC,2013.46,10.98,-0.79,0.58,0.18,-4.39,1.10847E-05,1.98E-05
USA300HOU_0265,SACOL0239,tarF,tarF,-,TagF domain-containing protein,1095.18,10.10,-0.79,0.58,0.14,-5.52,3.32265E-08,6.84E-08
USA300HOU_1412,SACOL1515,engA,gpsA engA,-,GTP-binding protein EngA,10166.86,13.31,-0.80,0.58,0.14,-5.70,1.20336E-08,2.53E-08
USA300HOU_1718,SACOL1779,sgtA,sgtA,-,transglycosylase domain-containing protein,518.55,9.02,-0.80,0.58,0.17,-4.57,4.85367E-06,8.94E-06
USA300HOU_1388,SACOL1490,pbp2,SACOL1488 recU pbp2,-,penicillin-binding protein 2,25082.56,14.61,-0.80,0.58,0.13,-5.92,3.15552E-09,6.85E-09
USA300HOU_1328,SACOL1428,lysC,lysC asd dapA dapB dapD,CodY,aspartate kinase,641.79,9.33,-0.80,0.57,0.19,-4.31,1.64357E-05,2.90E-05
USA300HOU_0537,SACOL0589,rpoC,rpoB rpoC,-,DNA-directed RNA polymerase subunit beta',71916.16,16.13,-0.80,0.57,0.14,-5.75,8.96159E-09,1.90E-08
USA300HOU_0913,SACOL0956,kapB,kapB,-,hypothetical protein,222.85,7.80,-0.80,0.57,0.22,-3.62,0.000296941,4.76E-04
USA300HOU_2160,SACOL2159,sdrM,sepA sdrM,-,drug transporter,1857.72,10.86,-0.81,0.57,0.14,-5.78,7.40396E-09,1.58E-08
USA300HOU_1003,SACOL1068,qoxC,qoxD qoxC qoxA qoxB,-,quinol oxidase subunit III,16524.29,14.01,-0.81,0.57,0.14,-5.71,1.14886E-08,2.42E-08
USA300HOU_1271,SACOL1360,thrD,thrD,-,aspartate kinase,178.12,7.48,-0.82,0.57,0.22,-3.67,0.000240188,3.88E-04
USA300HOU_2301,SACOL2314,yocS,yocS,-,sodium/bile acid symporter family protein,207.00,7.69,-0.82,0.57,0.24,-3.46,0.000536369,8.44E-04
USA300HOU_1835,SACOL1899,USA300HOU_1835,cbf1 SACOL1899 sbcD,-,hypothetical protein,10199.21,13.32,-0.82,0.57,0.13,-6.52,6.91238E-11,1.64E-10
USA300HOU_1126,SACOL1202,sepF,SACOL1200 ylmE sepF/ylmF ylmG ylmH SACOL1205,-,hypothetical protein,7406.84,12.85,-0.83,0.56,0.15,-5.41,6.17286E-08,1.26E-07
USA300HOU_1594,SACOL1649,yqeK,holA comEC comEB comEA ubiE rsfS yqeK nadD yhbY aroE yqeH yqeG mtn,-,metal dependent phosphohydrolase,3655.50,11.84,-0.83,0.56,0.13,-6.16,7.09726E-10,1.60E-09
USA300HOU_1764,SACOL1824,arsC,arsR arsB arsC,-,arsenate reductase,235.15,7.88,-0.84,0.56,0.20,-4.26,2.04301E-05,3.58E-05
USA300HOU_1607,SACOL1662,accB,SACOL1659 lamB accC accB ahs2 dur1,MgrA,acetyl-CoA carboxylase biotin carboxyl carrier subunit,218.72,7.77,-0.84,0.56,0.21,-4.09,4.35205E-05,7.48E-05
USA300HOU_0652,SACOL0689,mntB,mntABC,-,ABC transporter permease,2269.65,11.15,-0.84,0.56,0.22,-3.86,0.000115615,1.91E-04
USA300HOU_2142,-,USA300HOU_2142,-,-,hypothetical protein,73.92,6.21,-0.84,0.56,0.34,-2.48,0.012996239,1.82E-02
USA300HOU_1776,SACOL1836,USA300HOU_1776,SACOL1836,-,hypothetical protein,4347.65,12.09,-0.85,0.56,0.13,-6.43,1.26119E-10,2.95E-10
USA300HOU_1401,SACOL1503,USA300HOU_1401,SACOL1500 - SACOL1503 aroA aroB aroC,AgrA,hypothetical protein,3396.42,11.73,-0.85,0.56,0.15,-5.70,1.18605E-08,2.50E-08
USA300HOU_2449,SACOL2467,USA300HOU_2449,SACOL2467,-,lipoprotein,776.07,9.60,-0.85,0.55,0.22,-3.89,9.90264E-05,1.65E-04
USA300HOU_0890,SACOL0932,ghrB,SACOL0930 pdxp ghrB,-,glyoxylate reductase,2197.85,11.10,-0.85,0.55,0.14,-6.11,1.01686E-09,2.28E-09
USA300HOU_1669,SACOL1729,thrS,thrS,-,threonyl-tRNA synthetase,7506.98,12.87,-0.85,0.55,0.13,-6.41,1.48622E-10,3.46E-10
USA300HOU_1215,SACOL1302,pgsA,SACOL1300 SACOL1301 pgsA,-,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,2499.49,11.29,-0.85,0.55,0.13,-6.34,2.27734E-10,5.25E-10
USA300HOU_1629,SACOL1686,hisS,aspS hisS,-,histidyl-tRNA synthetase,2661.46,11.38,-0.86,0.55,0.14,-6.02,1.72288E-09,3.81E-09
USA300HOU_1897,SACOL1958,dgkB,rumA dgkB,-,lipid kinase,1032.42,10.01,-0.86,0.55,0.15,-5.58,2.46694E-08,5.10E-08
USA300HOU_2215,SACOL2213,rpoA,rplQ rpoA rpsK rpsM rpmJ infA,-,DNA-directed RNA polymerase subunit alpha,49918.49,15.61,-0.86,0.55,0.15,-5.85,4.77059E-09,1.02E-08
USA300HOU_2089,SACOL2091,fabZ,fabZ murA1 SACOL2093,SigB,(3R)-hydroxymyristoyl-[acyl carrier protein] dehydratase,2282.15,11.16,-0.86,0.55,0.16,-5.53,3.27039E-08,6.73E-08
USA300HOU_1091,SACOL1165,USA300HOU_1091,SACOL1165,-,hypothetical protein,307.98,8.27,-0.86,0.55,0.18,-4.68,2.82106E-06,5.25E-06
USA300HOU_1614,SACOL1669,USA300HOU_1614,greA udk SACOL1667 SACOL1668 SACOL1669,AgrA,O-methyltransferase,1691.65,10.72,-0.87,0.55,0.19,-4.49,7.14343E-06,1.30E-05
USA300HOU_1093,SACOL1167,USA300HOU_1093,SACOL1167,-,hypothetical protein,593.86,9.21,-0.87,0.55,0.18,-4.98,6.42679E-07,1.24E-06
USA300HOU_1588,SACOL1643,holA,holA comEC comEB comEA ubiE rsfS yqeK nadD yhbY aroE yqeH yqeG mtn,-,DNA polymerase III subunit delta,1764.34,10.78,-0.87,0.55,0.15,-5.70,1.19055E-08,2.51E-08
USA300HOU_1408,SACOL1511,ubiE,hepT ubiE SACOL1512,-,ubiquinone/menaquinone biosynthesis methyltransferase,2683.61,11.39,-0.88,0.54,0.13,-6.62,3.66572E-11,8.81E-11
USA300HOU_1377,SACOL1479,ypcP,ypcP SACOL1480,-,exonuclease,1860.27,10.86,-0.88,0.54,0.15,-5.96,2.55271E-09,5.59E-09
USA300HOU_0140,SACOL0113,galE,galE cap5M2,MgrA,UDP-glucose 4-epimerase,85.08,6.41,-0.88,0.54,0.34,-2.56,0.01049347,1.48E-02
USA300HOU_1239,SACOL1328,glnR,glnRA,GlnR,glutamate--ammonia ligase repressor,2258.62,11.14,-0.89,0.54,0.17,-5.33,9.58308E-08,1.94E-07
USA300HOU_1201,SACOL1288,infB,rimP nusA SACOL1286 rpl7AE infB,-,translation initiation factor IF-2,21703.90,14.41,-0.89,0.54,0.15,-5.87,4.38918E-09,9.46E-09
USA300HOU_1760,SACOL1820,ribD,ribHBAED,CodY,diaminohydroxyphosphoribosylaminopyrimidine deaminase,487.07,8.93,-0.89,0.54,0.22,-4.00,6.39465E-05,1.09E-04
USA300HOU_0677,SACOL0713,USA300HOU_0677,SACOL0713,-,hypothetical protein,1378.45,10.43,-0.89,0.54,0.14,-6.28,3.4118E-10,7.82E-10
USA300HOU_1199,SACOL1286,USA300HOU_1199,rimP nusA SACOL1286 rpl7AE infB,-,hypothetical protein,2797.35,11.45,-0.90,0.54,0.15,-5.98,2.18592E-09,4.82E-09
USA300HOU_1638,SACOL1694,tgt,yajC tgt queA ruvB ruvA thrR obgE,-,queuine tRNA-ribosyltransferase,12214.33,13.58,-0.90,0.54,0.13,-6.89,5.40148E-12,1.35E-11
USA300HOU_1789,SACOL1849,USA300HOU_1789,SACOL1849,-,hypothetical protein,74.84,6.23,-0.90,0.54,0.31,-2.90,0.003692292,5.46E-03
USA300HOU_0811,SACOL0847,smpB,est rnr smpB,-,SsrA-binding protein,2574.97,11.33,-0.90,0.54,0.15,-6.04,1.50327E-09,3.34E-09
USA300HOU_2137,SACOL2140,truncated-SA,SACOL2139 truncated-SA,-,lytic regulatory protein,3836.52,11.91,-0.90,0.54,0.14,-6.63,3.2914E-11,7.95E-11
USA300HOU_0357,SACOL0407,glpT,glpT,-,glycerol-3-phosphate transporter,1012.44,9.98,-0.91,0.53,0.23,-3.90,9.49041E-05,1.58E-04
USA300HOU_0763,SACOL0800,USA300HOU_0763,SACOL0800 murB,-,hypothetical protein,720.30,9.49,-0.91,0.53,0.16,-5.69,1.25938E-08,2.65E-08
USA300HOU_0898,SACOL0940,yuzD,yuzD,-,hypothetical protein,440.52,8.78,-0.91,0.53,0.18,-5.00,5.68383E-07,1.10E-06
USA300HOU_2162,SACOL2161,USA300HOU_2162,SACOL2160 SACOL2161 SACOL2162,-,UTP-glucose-1-phosphate uridylyltransferase,9684.13,13.24,-0.91,0.53,0.14,-6.34,2.3245E-10,5.36E-10
USA300HOU_2078,SACOL2074,ddl,murF ddl,-,D-alanyl-alanine synthetase A,3088.29,11.59,-0.92,0.53,0.13,-6.86,6.74401E-12,1.67E-11
USA300HOU_2241,SACOL2250,USA300HOU_2241,SACOL2250,-,hypothetical protein,441.20,8.79,-0.92,0.53,0.22,-4.11,4.0018E-05,6.89E-05
USA300HOU_1147,SACOL1221,gmk,gmk rpoZ,-,guanylate kinase,5020.97,12.29,-0.92,0.53,0.15,-5.95,2.67501E-09,5.83E-09
USA300HOU_1284,SACOL1386,USA300HOU_1284,SACOL1386,-,hypothetical protein,1620.69,10.66,-0.92,0.53,0.17,-5.41,6.17814E-08,1.26E-07
USA300HOU_1549,SACOL1604,glk,SACOL1602 SACOL1603 glk SACOL1605 gluP fthC,-,glucokinase,3307.67,11.69,-0.92,0.53,0.15,-5.96,2.58078E-09,5.64E-09
USA300HOU_0303,SACOL0277,esxC,esaA essA esaB essB yukA esxC esxB esaE esxD SACOL0281,-,hypothetical protein,66.53,6.06,-0.92,0.53,0.37,-2.48,0.013257126,1.85E-02
USA300HOU_1834,SACOL1898,cbf1,cbf1 SACOL1899 sbcD,-,3'-5' exoribonuclease cbf1,4898.14,12.26,-0.92,0.53,0.13,-6.94,4.00003E-12,1.00E-11
USA300HOU_2396,SACOL2413,lmrB2,lmrB2,-,"MFS family major facilitator transporter, multidrug :cation symporter",1532.74,10.58,-0.93,0.53,0.16,-5.92,3.23327E-09,7.02E-09
USA300HOU_0356,SACOL0406,mepB,mepB,-,hypothetical protein,272.22,8.09,-0.93,0.53,0.21,-4.50,6.6712E-06,1.22E-05
USA300HOU_0230,SACOL0201,hptR,hptRSA,-,AraC family DNA-binding response regulator,394.70,8.62,-0.93,0.52,0.18,-5.19,2.06556E-07,4.10E-07
USA300HOU_2153,SACOL2153,cdaA,glmM SACOL2152 cdaA,-,hypothetical protein,1883.81,10.88,-0.93,0.52,0.14,-6.74,1.63275E-11,3.99E-11
USA300HOU_0741,SACOL0777,USA300HOU_0741,SACOL0776 SACOL0777,-,hypothetical protein,1608.65,10.65,-0.94,0.52,0.15,-6.35,2.12736E-10,4.91E-10
USA300HOU_1671,SACOL1731,dnaI,dnaI dnaB nrdR,-,primosomal protein DnaI,3498.28,11.77,-0.94,0.52,0.14,-6.97,3.24364E-12,8.18E-12
USA300HOU_1667,SACOL1722,tig,clpX tig,-,trigger factor,27311.17,14.74,-0.94,0.52,0.12,-7.64,2.16663E-14,5.91E-14
USA300HOU_1829,SACOL1893,ecsA,ecsBA,MgrA,"ABC transporter, ATP-binding protein",1335.28,10.38,-0.95,0.52,0.15,-6.44,1.18852E-10,2.78E-10
USA300HOU_1198,SACOL1285,nusA,rimP nusA SACOL1286 rpl7AE infB,-,transcription elongation factor NusA,9410.62,13.20,-0.95,0.52,0.16,-5.76,8.2018E-09,1.75E-08
USA300HOU_0208,SACOL0180,hsdR,hsdR,-,"type I restriction-modification enzyme, R subunit",3361.27,11.71,-0.95,0.52,0.14,-6.95,3.56068E-12,8.95E-12
USA300HOU_1162,SACOL1240,fakA,vfrA fakA,-,DAK2 domain-containing protein,12585.12,13.62,-0.95,0.52,0.13,-7.22,5.12465E-13,1.33E-12
USA300HOU_1687,SACOL1748,accD,accA accD,SarA,acetyl-CoA carboxylase subunit beta,3214.29,11.65,-0.96,0.52,0.14,-6.68,2.43202E-11,5.91E-11
USA300HOU_0485,SACOL0528,yabA,holB SACOL0527 yabA,MgrA,DNA replication intiation control protein YabA,1306.27,10.35,-0.96,0.52,0.16,-5.89,3.87041E-09,8.37E-09
USA300HOU_0736,SACOL0773,pabA,pabA SACOL0774,-,"para-aminobenzoate synthase, glutamine amidotransferase, component II",132.68,7.05,-0.96,0.52,0.29,-3.26,0.001116402,1.72E-03
USA300HOU_1799,SACOL1861,hsdS2,hsdS2 hsdM2,-,"type I restriction-modification enzyme, S subunit, EcoA family protein",759.78,9.57,-0.96,0.51,0.17,-5.61,1.99275E-08,4.14E-08
USA300HOU_1090,SACOL1164,ecb,ecb,SaeRS,fibrinogen binding-like protein,3788.76,11.89,-0.96,0.51,0.16,-5.86,4.52307E-09,9.74E-09
USA300HOU_1416,SACOL1519,ansA,ansA,-,L-asparaginase,560.87,9.13,-0.96,0.51,0.17,-5.69,1.29072E-08,2.71E-08
USA300HOU_1124,SACOL1197,divIB,mraY murD divIB,MgrA,cell division protein FtsQ,6260.59,12.61,-0.96,0.51,0.14,-6.96,3.45152E-12,8.69E-12
USA300HOU_2057,SACOL2052,USA300HOU_2057,SACOL2052 tex,-,hypothetical protein,806.39,9.66,-0.96,0.51,0.16,-5.88,4.17696E-09,9.01E-09
USA300HOU_2216,SACOL2214,rpsK,rplQ rpoA rpsK rpsM rpmJ infA,-,30S ribosomal protein S11,20273.13,14.31,-0.97,0.51,0.15,-6.42,1.33714E-10,3.12E-10
USA300HOU_0381,SACOL0432,parB,parB,-,spoOJ protein,183.15,7.52,-0.97,0.51,0.27,-3.59,0.000333279,5.32E-04
USA300HOU_2059,SACOL2054,sigB,sigB rsbW rsbV rsbU,SigB,DNA-directed RNA polymerase sigma subunit FliA,5368.01,12.39,-0.97,0.51,0.16,-6.19,5.99749E-10,1.36E-09
USA300HOU_0585,SACOL0638,mvaK2,mvaK1 mvaD mvaK2,SigB,phosphomevalonate kinase,3298.09,11.69,-0.97,0.51,0.16,-6.23,4.67611E-10,1.06E-09
USA300HOU_0948,SACOL0995,oppA,SACOL0990 oppB oppC oppD oppF oppA,MgrA,"oligopeptide ABC transporter, binding protein",4319.58,12.08,-0.97,0.51,0.16,-6.17,6.74282E-10,1.52E-09
USA300HOU_2083,SACOL2079,cls2,cls2 SACOL2080,-,cardiolipin synthetase,2336.20,11.19,-0.97,0.51,0.14,-7.12,1.10535E-12,2.84E-12
USA300HOU_pUSA10HOUMR0005,-,USA300HOU_pUSA10HOUMR0005,-,-,hypothetical protein,6961.85,12.77,-0.97,0.51,0.19,-5.04,4.7576E-07,9.23E-07
USA300HOU_0740,SACOL0776,USA300HOU_0740,SACOL0776 SACOL0777,-,hypothetical protein,1111.81,10.12,-0.97,0.51,0.16,-6.18,6.296E-10,1.43E-09
USA300HOU_2481,SACOL2500,mutT,SACOL2499 mutT,-,NUDIX hydrolase,210.52,7.72,-0.97,0.51,0.24,-4.05,5.17374E-05,8.84E-05
USA300HOU_2192,SACOL2191,USA300HOU_2192,SACOL2191,-,hypothetical protein,56.35,5.82,-0.97,0.51,0.36,-2.68,0.007268982,1.04E-02
